Make,Model,Title,Price,Mileage,Year,Transmission,Fuel Type,Reviews,Rating,CO2 Emission,Engine Size,Color,Doors,Body Type,Distance
Ford,Focus,Ford Focus 1.0 St-line Nav Ecoboost 125ps 5 Door,"£13,499","55,951",2019,Manual,Petrol,620,4.0,107 g/km,1.0 L,Grey,0,Hatchback,9 miles
Kia,Stonic,Kia Stonic 4 Lsg 1.0 5dr Hatch,"£14,000","36,735",2019,Manual,Petrol,1,4.0,130 g/km,1.0 L,Black,5,Estate,9 miles
Volkswagen,Golf,Volkswagen Golf 1.6 Tdi Match 5dr,"£14,249","55,106",2019,Manual,Diesel,100,4.5,108 g/km,1.6 L,Blue,5,Hatchback,9 miles
Vauxhall,Corsa,Vauxhall Corsa 1.2 Sri Nav Premium Turbo,"£14,495","11,750",2020,Manual,Petrol,268,4.0,96 g/km,1.2 L,Orange fizz,0,Hatchback,9 miles
Ford,Focus,Ford Focus 1.5d Tdci Zetec Nav 120ps Estate,"£14,499","42,115",2019,Manual,Diesel,620,4.0,97 g/km,1.5 L,White,0,Estate,9 miles
Kia,Sportage,Kia Sportage 1.6 Crdi Isg 2 5dr,"£14,890","64,860",2018,Manual,Diesel,45,4.5,129 g/km,1.6 L,Silver,5,Estate,9 miles
Vauxhall,Corsa,Vauxhall Corsa 100ps Se Premium,"£14,890","10,171",2021,Manual,Petrol,268,4.0,117 g/km,1.2 L,Voltaic blue,0,Hatchback,9 miles
Renault,KADJAR,Renault KADJAR S-edition Tce 140,"£15,000","50,953",2020,Manual,Petrol,1,5.0,127 g/km,1.3 L,Highland grey metallic,0,Hatchback,9 miles
Vauxhall,Corsa,Vauxhall Corsa 1.2t Se 100ps 5 Door,"£15,000","11,174",2021,Manual,Petrol,268,4.0,117 g/km,1.2 L,Red,0,Hatchback,9 miles
Vauxhall,Corsa,Vauxhall Corsa 1.2t Sri Premium 100ps 5 Door,"£15,390","19,587",2021,Manual,Petrol,268,4.0,119 g/km,1.2 L,Diamond black,0,Hatchback,9 miles
Vauxhall,Corsa,Vauxhall Corsa 1.2t 100ps Sri Premium 5dr,"£15,499","26,901",2021,Manual,Petrol,268,4.0,120 g/km,1.2 L,White jade,5,Hatchback,9 miles
Ford,Focus,Ford Focus 1.0t Ecoboost St-line Hatchback 5dr Petrol Manual Euro 6 (s/s) (,"£15,499","33,357",2019,Manual,Petrol,620,4.0,97 g/km,1.0 L,White,5,Hatchback,9 miles
Vauxhall,Combo Cargo,Vauxhall Combo Cargo L1 Spt 2300 1.5 (100ps) Td S/s Eu6.2,"£15,833","43,309",2020,Manual,Diesel,4,4.0,147 g/km,1.5 L,White jade solid,0,Van,9 miles
Vauxhall,Crossland,Vauxhall Crossland 1.2t Se Nav Premium 130ps Suv,"£16,899","21,680",2021,Manual,Petrol,,,129 g/km,1.2 L,Peperoncion red,0,Hatchback,9 miles
Vauxhall,Corsa,Vauxhall Corsa 1.2t 100ps Elite Edition 5dr,"£17,490","10,890",2021,Manual,Petrol,268,4.0,119 g/km,1.2 L,Diamond black,5,Hatchback,9 miles
Volkswagen,Tiguan,Volkswagen Tiguan 1.4 Tsi Se Estate,"£18,000","32,370",2017,Manual,Petrol,34,4.5,132 g/km,1.4 L,Grey,0,Estate,9 miles
Vauxhall,Insignia,Vauxhall Insignia 1.5 T 122ps Se Nav  5 Dr,"£18,000","24,947",2020,Manual,N/a,96,4.5,122 g/km,1.5 L,Black,5,N/a,9 miles
Nissan,Qashqai,Nissan Qashqai N-connecta 1.3 Dig-t 160ps,"£18,239","49,550",2020,Manual,Petrol,100,4.5,130 g/km,1.3 L,Blade silver metallic,0,Hatchback,9 miles
Nissan,Qashqai,Nissan Qashqai 1.3dig-t N-connecta 5dr,"£18,239","51,172",2020,Manual,Petrol,100,4.5,130 g/km,1.3 L,Blue,5,Hatchback,9 miles
Ford,Galaxy,Ford Galaxy 2.0 Tdci Zetec,"£18,290","18,672",2017,Manual,Diesel,43,4.0,129 g/km,2.0 L,Silver,0,Estate,9 miles
Audi,A1,Audi A1 A1 Sport 35 Tfsi 5dr,"£19,000","20,602",2019,Manual,Petrol,32,4.5,119 g/km,1.5 L,Red,5,Hatchback,9 miles
Volkswagen,Sharan,Volkswagen Sharan 2.0 Se Bluemotion,"£19,790","30,464",2018,Manual,Diesel,12,4.5,130 g/km,2.0 L,Blue,0,Estate,9 miles
Mercedes-Benz,A Class,Mercedes-Benz A Class Amg Line 1.5  5dr Auto,"£20,290","28,393",2018,Automatic,Diesel,47,4.0,111 g/km,1.5 L,Red,5,Hatchback,9 miles
Toyota,Corolla,Toyota Corolla Design Vvt-i Hev 5dr Auto,"£21,000","17,002",2019,Automatic,Petrol/electric hybr,68,4.5,89 g/km,2.0 L,Silver,5,Hatchback,9 miles
Vauxhall,Corsa,Vauxhall Corsa 7.4kw 136 Elite Nav 5dr,"£21,980","12,953",2021,Automatic,Electric,268,4.0,,,Quartz grey,5,Hatchback,9 miles
Volkswagen,Touran,Volkswagen Touran R-line 2.0 Tdi Bmt,"£23,000","23,393",2018,Manual,Diesel,30,4.0,119 g/km,2.0 L,Black,0,Estate,9 miles
Vauxhall,Corsa,Vauxhall Corsa 7.4kw Ev 136ps Elite Nav Auto 5 Door,"£23,000","16,674",2021,Automatic,Electric,268,4.0,,,Diamond black,0,Hatchback,9 miles
Mercedes-Benz,A Class,Mercedes-Benz A Class 1.3 Amg Line Premium,"£23,499","47,113",2019,Manual,Petrol,47,4.0,124 g/km,1.3 L,Black,0,Saloon,9 miles
Volkswagen,Touran,Volkswagen Touran 1.5 Tsi Evo Se Family Mpv 5dr Petrol Manual Euro 6 (s/s) (150 Ps,"£24,000","28,962",2020,Manual,Petrol,30,4.0,138 g/km,1.5 L,Blue,5,Estate,9 miles
Vauxhall,Mokka,Vauxhall Mokka 	-e Launch Edition Ev,"£26,980","17,616",2021,Automatic,Electric,32,4.5,,,Mamba green,0,Hatchback,9 miles
Ford,Ka,Ford Ka 1.3 Collection 3dr,"£1,690","60,000",2004,Manual,Petrol,89,4.0,150 g/km,1.3 L,Silver,3,Hatchback,9 miles
Ford,Ka,Ford Ka 1.3 3dr,"£1,790","66,000",2005,Manual,Petrol,89,4.0,141 g/km,1.3 L,Blue,3,Hatchback,9 miles
Ford,Ka,Ford Ka 1.3 Studio 3dr,"£1,790","59,000",2007,Manual,Petrol,89,4.0,141 g/km,1.3 L,Blue,3,Hatchback,9 miles
Citroen,Xsara Picasso,Citroen Xsara Picasso 1.6i Desire 5dr,"£1,990","119,000",2004,Manual,Petrol,92,4.5,178 g/km,1.6 L,Beige,5,Mpv,9 miles
Peugeot,307,Peugeot 307 1.6 16v S 5dr,"£1,990","80,000",2005,Manual,Petrol,71,4.0,169 g/km,1.6 L,Blue,5,Hatchback,9 miles
Peugeot,206,Peugeot 206 1.4 HDi S 3dr (a/c),"£1,990","97,000",2004,Manual,Diesel,76,4.0,113 g/km,1.4 L,Black,3,Hatchback,9 miles
Ford,Ka,Ford Ka 1.3 Studio 3dr,"£1,990","48,000",2008,Manual,Petrol,89,4.0,141 g/km,1.3 L,Yellow,3,Hatchback,9 miles
MINI,Hatch,MINI Hatch 1.6 Cooper Euro 4 3dr,"£1,990","72,000",2009,Manual,Petrol,,,129 g/km,1.6 L,Silver,3,Hatchback,9 miles
Renault,Clio,Renault Clio 1.2 Campus Sport 3dr,"£1,990","96,000",2006,Manual,Petrol,115,4.0,142 g/km,1.1 L,Silver,3,Hatchback,9 miles
BMW,X5,BMW X5 3.0i Sport Auto 4WD Euro 3 5dr,"£1,990","118,000",2001,Automatic,Petrol,35,4.5,310 g/km,3.0 L,Black,5,Suv,9 miles
Ford,Ka,Ford Ka 1.3 Zetec Climate Two-Tone 3dr,"£1,990","60,000",2007,Manual,Petrol,89,4.0,154 g/km,1.3 L,N/a,3,Hatchback,9 miles
Vauxhall,Astra,Vauxhall Astra 1.6i Active Plus 5dr,"£2,290","112,000",2009,Manual,Petrol,368,4.0,155 g/km,1.6 L,Black,5,Hatchback,9 miles
Peugeot,207,Peugeot 207 1.4 S Euro 5 5dr (A/C),"£2,290","94,000",2009,Manual,Petrol,88,4.0,147 g/km,1.4 L,Red,5,Hatchback,9 miles
Fiat,Panda,Fiat Panda 1.1 Active 5dr,"£2,290","90,000",2007,Manual,Petrol,73,4.5,,1.1 L,Grey,5,Hatchback,9 miles
SKODA,Fabia,SKODA Fabia 1.2 Comfort 5dr,"£2,290","92,000",2004,Manual,Petrol,153,4.0,144 g/km,1.2 L,Red,5,Hatchback,9 miles
Ford,Fusion,Ford Fusion 1.4 Zetec Climate 5dr,"£2,290","117,000",2008,Manual,Petrol,58,4.0,154 g/km,1.4 L,Black,5,Hatchback,9 miles
Ford,Ka,Ford Ka 1.3 Zetec Climate 3dr,"£2,290","53,000",2007,Manual,Petrol,89,4.0,154 g/km,1.3 L,Black,3,Hatchback,9 miles
Peugeot,207,Peugeot 207 1.4 16v S 3dr,"£2,290","80,000",2007,Manual,Petrol,88,4.0,152 g/km,1.4 L,Grey,3,Hatchback,9 miles
Vauxhall,Tigra,Vauxhall Tigra 1.4i 16v Exclusiv 2dr (a/c),"£2,290","83,000",2009,Manual,Petrol,12,4.0,146 g/km,1.4 L,Silver,2,Convertible,9 miles
Renault,Clio,Renault Clio 1.4 16v Expression 3dr,"£2,290","86,000",2005,Manual,Petrol,115,4.0,158 g/km,1.4 L,Blue,3,Hatchback,9 miles
Ford,Fiesta,Ford Fiesta 1.4 Zetec Climate 5dr,"£2,290","89,000",2006,Manual,Petrol,373,4.0,147 g/km,1.4 L,Blue,5,Hatchback,9 miles
Renault,Clio,Renault Clio 1.2 16v Dynamique 3dr,"£2,290","64,000",2005,Manual,Petrol,115,4.0,142 g/km,1.1 L,Silver,3,Hatchback,9 miles
Nissan,Note,Nissan Note 1.4 16v SE 5dr,"£2,290","107,000",2006,Manual,Petrol,78,4.0,150 g/km,1.4 L,Orange,5,Hatchback,9 miles
Renault,Laguna,Renault Laguna 2.0 dCi Privilege Nav 5dr,"£2,290","80,000",2007,Manual,Diesel,54,4.0,154 g/km,2.0 L,Black,5,Hatchback,9 miles
Renault,Scenic,Renault Scenic 1.9 dCi Dynamique 5dr (Non FAP),"£2,290","100,000",2007,Manual,Diesel,105,4.0,160 g/km,1.9 L,Black,5,Mpv,9 miles
Renault,Scenic,Renault Scenic 1.5 dCi Expression Euro 4 5dr,"£2,290","111,000",2010,Manual,Diesel,105,4.0,130 g/km,1.5 L,Blue,5,Mpv,9 miles
Ford,Fusion,Ford Fusion 1.6 Zetec Climate 5dr,"£2,290","90,000",2006,Manual,Petrol,58,4.0,157 g/km,1.6 L,Blue,5,Hatchback,9 miles
Citroen,Berlingo,Citroen Berlingo 1.6 HDi 600TD LX Panel Van 5dr (Euro 4),"£2,390","113,000",2008,Manual,Diesel,47,4.0,,1.6 L,White,5,Panel van,9 miles
Vauxhall,Astra,Vauxhall Astra 1.6 VVT 16v Breeze 5dr,"£2,390","113,000",2008,Manual,Petrol,368,4.0,156 g/km,1.6 L,Silver,5,Hatchback,9 miles
Vauxhall,Zafira,Vauxhall Zafira 1.8 16V Life Euro 4 5dr,"£2,390","102,000",2007,Manual,Petrol,160,4.0,187 g/km,1.8 L,Black,5,Mpv,9 miles
Citroen,Berlingo,Citroen Berlingo 1.9D 600D LX Panel Van 4dr,"£2,390","121,000",2004,Manual,Diesel,47,4.0,,1.9 L,White,4,Panel van,9 miles
Vauxhall,Astra,Vauxhall Astra 1.6i 16v Life 5dr,"£2,390","89,000",2006,Manual,Petrol,368,4.0,158 g/km,1.6 L,Black,5,Hatchback,9 miles
Ford,Focus,Ford Focus 1.6 Style 5dr,"£2,490","96,000",2007,Manual,Petrol,620,4.0,160 g/km,1.6 L,N/a,5,Hatchback,9 miles
Jaguar,S-Type,Jaguar S-Type 3.0 V6 SE 4dr,"£2,490","110,000",2004,Automatic,Petrol,64,4.5,,3.0 L,Beige,4,Saloon,9 miles
Citroen,Xsara Picasso,Citroen Xsara Picasso 1.6i 16V Exclusive 5dr,"£2,490","48,000",2006,Manual,Petrol,92,4.5,172 g/km,1.6 L,Silver,5,Mpv,9 miles
Vauxhall,Astra,Vauxhall Astra 1.8i 16v SRi 5dr,"£2,490","108,000",2007,Manual,Petrol,368,4.0,180 g/km,1.8 L,Silver,5,Hatchback,9 miles
MINI,Hatch,MINI Hatch 1.6 Cooper Euro 3 3dr,"£2,490","88,000",2004,Manual,Petrol,,,165 g/km,1.6 L,White,3,Hatchback,9 miles
Citroen,C2,Citroen C2 1.6i 16V Code 3dr,"£2,490","95,000",2008,Manual,Petrol,6,4.0,163 g/km,1.6 L,Black,3,Hatchback,9 miles
Vauxhall,Astra,Vauxhall Astra 1.6i 16v SXi 5dr,"£2,490","55,000",2004,Manual,Petrol,368,4.0,158 g/km,1.6 L,Silver,5,Hatchback,9 miles
Vauxhall,Astra,Vauxhall Astra 1.4i 16v SXi Sport Hatch 3dr,"£2,490","99,000",2007,Manual,Petrol,368,4.0,146 g/km,1.4 L,Black,3,Hatchback,9 miles
Vauxhall,Astra,Vauxhall Astra 1.6i 16v Active 5dr,"£2,490","105,000",2006,Manual,Petrol,368,4.0,158 g/km,1.6 L,Black,5,Hatchback,9 miles
Mercedes-Benz,CLK,Mercedes-Benz CLK 2.7 CLK270 CDI Elegance 2dr,"£2,490","118,000",2003,Automatic,Diesel,33,4.5,183 g/km,2.7 L,Blue,2,Coupe,9 miles
Vauxhall,Corsa,Vauxhall Corsa 1.4i 16v Club 5dr,"£2,490","107,000",2009,Manual,Petrol,268,4.0,146 g/km,1.4 L,N/a,5,Hatchback,9 miles
Citroen,C2,Citroen C2 1.1i Rhythm 3dr,"£2,490","84,000",2008,Manual,Petrol,6,4.0,138 g/km,1.1 L,Blue,3,Hatchback,9 miles
Ford,Fiesta,Ford Fiesta 1.25 Zetec Climate 3dr,"£2,490","89,000",2008,Manual,Petrol,373,4.0,139 g/km,1.2 L,Red,3,Hatchback,9 miles
Nissan,Micra,Nissan Micra 1.2 Sport+ 3dr,"£2,490","56,000",2006,Manual,Petrol,114,4.0,143 g/km,1.2 L,Red,3,Hatchback,9 miles
Peugeot,206,Peugeot 206 1.4 Verve 5dr,"£2,490","33,000",2006,Manual,Petrol,76,4.0,152 g/km,1.4 L,Silver,5,Hatchback,9 miles
Suzuki,Wagon R,Suzuki Wagon R 1.3 GL (R+) 5dr,"£2,490","30,000",2005,Manual,Petrol,13,3.5,150 g/km,1.3 L,Silver,5,Hatchback,9 miles
Vauxhall,Zafira,Vauxhall Zafira 1.9 CDTi Design Euro 3 5dr,"£2,490","115,000",2007,Manual,Diesel,160,4.0,162 g/km,1.9 L,Beige,5,Mpv,9 miles
Ford,Focus,Ford Focus 1.6 Style 5dr,"£2,490","98,000",2008,Manual,Petrol,620,4.0,159 g/km,1.6 L,Silver,5,Hatchback,9 miles
Citroen,C2,Citroen C2 1.1i Design 3dr,"£2,490","74,000",2006,Manual,Petrol,6,4.0,138 g/km,1.1 L,Silver,3,Hatchback,9 miles
Hyundai,TUCSON,Hyundai TUCSON 2.0 CRTD CDX 5dr,"£2,490","112,000",2006,Manual,Diesel,11,4.5,187 g/km,2.0 L,Blue,5,Suv,9 miles
Ford,Fiesta,Ford Fiesta 1.25 Style 5dr,"£2,490","92,000",2008,Manual,Petrol,373,4.0,139 g/km,1.2 L,Purple,5,Hatchback,9 miles
Ford,Fiesta,Ford Fiesta 1.4 TDCi Zetec Blue Edition 3dr,"£2,490","96,000",2008,Manual,Diesel,373,4.0,119 g/km,1.4 L,Purple,3,Hatchback,9 miles
Volkswagen,Polo,Volkswagen Polo 1.4 Twist 5dr,"£2,490","102,000",2004,Manual,Petrol,150,4.0,154 g/km,1.4 L,Green,5,Hatchback,9 miles
Hyundai,Getz,Hyundai Getz 1.3 GSi 5dr,"£2,490","65,000",2004,Manual,Petrol,33,4.0,150 g/km,1.3 L,Red,5,Hatchback,9 miles
Peugeot,207,Peugeot 207 1.4 16v SE 5dr,"£2,490","97,000",2007,Manual,Petrol,88,4.0,152 g/km,1.4 L,Orange,5,Hatchback,9 miles
Renault,Scenic,Renault Scenic 1.6 VVT Dynamique 5dr,"£2,490","84,000",2008,Manual,Petrol,105,4.0,182 g/km,1.6 L,Gold,5,Mpv,9 miles
Mazda,Mazda3,Mazda Mazda3 1.6 TS 5dr,"£2,490","102,000",2006,Manual,Petrol,53,4.0,172 g/km,1.6 L,Red,5,Hatchback,9 miles
Suzuki,Swift,Suzuki Swift 1.3 GL 5dr,"£2,490","92,000",2007,Manual,Petrol,37,4.0,,1.3 L,Grey,5,Hatchback,9 miles
Vauxhall,Vectra,Vauxhall Vectra 1.8 VVT SRi 5dr,"£2,490","101,000",2008,Manual,Petrol,125,4.0,180 g/km,1.8 L,Beige,5,Estate,9 miles
Ford,Fiesta,Ford Fiesta 1.25 Style 3dr,"£2,490","75,000",2007,Manual,Petrol,373,4.0,139 g/km,1.2 L,Blue,3,Hatchback,9 miles
Ford,Fiesta,Ford Fiesta 1.6 Zetec 3dr (a/c),"£2,490","74,000",2004,Manual,Petrol,373,4.0,156 g/km,1.6 L,White,3,Hatchback,9 miles
Citroen,C4,Citroen C4 1.6 HDi VTR+ Euro 4 5dr,"£2,490","94,000",2010,Manual,Diesel,42,4.0,115 g/km,1.6 L,Silver,5,Hatchback,9 miles
Chevrolet,Captiva,Chevrolet Captiva 2.0 VCDi LT 4WD Euro 4 5dr (7 Seats),"£2,490","117,000",2010,Manual,Diesel,4,4.0,197 g/km,2.0 L,Black,5,Suv,9 miles
Volkswagen,Polo,Volkswagen Polo 1.2 S 5dr (a/c),"£2,490","65,000",2002,Manual,Petrol,150,4.0,142 g/km,1.2 L,Blue,5,Hatchback,9 miles
Vauxhall,Astra,Vauxhall Astra 1.4i 16v SXi 5dr,"£2,490","84,000",2008,Manual,Petrol,368,4.0,146 g/km,1.4 L,Turquoise,5,Hatchback,9 miles
Renault,Clio,Renault Clio 1.2 Bizu Euro 5 3dr,"£2,490","101,000",2011,Manual,Petrol,115,4.0,135 g/km,1.1 L,Grey,3,Hatchback,9 miles
Ford,Fusion,Ford Fusion 1.6 Plus 5dr,"£2,490","105,000",2008,Manual,Petrol,58,4.0,157 g/km,1.6 L,Silver,5,Hatchback,9 miles
Mercedes-Benz,CLK,Mercedes-Benz CLK 2.7 CLK270 CDI Avantgarde 2dr,"£2,490","105,000",2004,Automatic,Diesel,33,4.5,188 g/km,2.7 L,Silver,2,Coupe,9 miles
MINI,Hatch,MINI Hatch 1.6 Cooper Euro 3 3dr,"£2,490","101,000",2004,Manual,Petrol,,,165 g/km,1.6 L,Black,3,Hatchback,9 miles
Ford,Fiesta,Ford Fiesta 1.25 Zetec Climate 3dr,"£2,490","84,000",2006,Manual,Petrol,373,4.0,142 g/km,1.2 L,Blue,3,Hatchback,9 miles
Ford,Fiesta,Ford Fiesta 1.25 Zetec Climate 3dr,"£2,490","104,000",2008,Manual,Petrol,373,4.0,139 g/km,1.2 L,Green,3,Hatchback,9 miles
Peugeot,207 SW,Peugeot 207 SW 1.6 VTi Sport 5dr,"£2,490","109,000",2007,Manual,Petrol,88,4.0,150 g/km,1.6 L,Grey,5,Estate,9 miles
Ford,Streetka,Ford Streetka 1.6 Luxury 2dr,"£2,490","74,000",2004,Manual,Petrol,3,4.0,189 g/km,1.6 L,Red,2,Convertible,9 miles
Ford,Ka,Ford Ka 1.2 Style Euro 6 (s/s) 3dr,"£2,490","100,000",2009,Manual,Petrol,89,4.0,119 g/km,1.2 L,Silver,3,Hatchback,9 miles
Nissan,Micra,Nissan Micra 1.2 16v Initia 3dr,"£2,490","91,000",2006,Manual,Petrol,114,4.0,143 g/km,1.2 L,Red,3,Hatchback,9 miles
Land Rover,Freelander,Land Rover Freelander 2.0 TD4 ES 5dr,"£2,490","113,000",2002,Manual,Diesel,54,4.0,205 g/km,2.0 L,Black,5,Suv,9 miles
Vauxhall,Meriva,Vauxhall Meriva 1.4 16V S Euro 5 5dr,"£2,490","100,000",2011,Manual,Petrol,107,4.0,144 g/km,1.4 L,Black,5,Mpv,9 miles
Ford,Fiesta,Ford Fiesta 1.4 Zetec Climate 3dr,"£2,490","105,400",2007,Manual,Petrol,373,4.0,147 g/km,1.4 L,Black,3,Hatchback,9 miles
Renault,Clio,Renault Clio 1.4 16v Expression 5dr,"£2,490","91,000",2007,Manual,Petrol,115,4.0,158 g/km,1.4 L,Green,5,Hatchback,9 miles
Toyota,Corolla,Toyota Corolla 1.6 VVT-i Colour Collection 5dr,"£2,490","121,000",2006,Manual,Petrol,68,4.5,168 g/km,1.6 L,Blue,5,Hatchback,9 miles
Ford,Fiesta,Ford Fiesta 1.25 Style Climate 3dr,"£2,490","75,000",2007,Manual,Petrol,373,4.0,142 g/km,1.2 L,Silver,3,Hatchback,9 miles
Saab,9-3,Saab 9-3 2.0T Vector 2dr,"£2,490","107,000",2006,Manual,Petrol,119,4.5,206 g/km,2.0 L,Black,2,Convertible,9 miles
Peugeot,407,Peugeot 407 2.0 HDi FAP SR 4dr,"£2,490","107,000",2010,Manual,Diesel,20,4.5,149 g/km,2.0 L,Red,4,Saloon,9 miles
Jaguar,X-Type,Jaguar X-Type 2.5 V6 SE (AWD) 4dr,"£2,490","92,000",2002,Automatic,Petrol,128,4.0,244 g/km,2.5 L,Green,4,Saloon,9 miles
Vauxhall,Astra,Vauxhall Astra 1.6i 16v Life 5dr,"£2,490","79,000",2009,Manual,Petrol,368,4.0,155 g/km,1.6 L,Silver,5,Hatchback,9 miles
Renault,Clio,Renault Clio 1.5 dCi Dynamique 5dr (a/c),"£2,490","91,000",2007,Manual,Diesel,115,4.0,123 g/km,1.5 L,Black,5,Hatchback,9 miles
Saab,9-3,Saab 9-3 2.0T Vector 2dr,"£2,490","104,000",2006,Manual,Petrol,119,4.5,206 g/km,2.0 L,Blue,2,Convertible,9 miles
Vauxhall,Astra,Vauxhall Astra 1.4i 16v Breeze 5dr,"£2,790","88,000",2008,Manual,Petrol,368,4.0,146 g/km,1.4 L,N/a,5,Hatchback,9 miles
Peugeot,807,Peugeot 807 2.2 HDi Executive 5dr,"£2,890","117,000",2005,Manual,Diesel,4,4.0,195 g/km,2.2 L,Silver,5,Mpv,9 miles
Jaguar,X-Type,Jaguar X-Type 2.2D DPF S 4dr,"£2,890","116,000",2008,Automatic,Diesel,128,4.0,184 g/km,2.2 L,Silver,4,Saloon,9 miles
Renault,Clio,Renault Clio 1.5 dCi Dynamique TomTom Sport Tourer Euro 4 5dr,"£2,890","103,000",2010,Manual,Diesel,115,4.0,115 g/km,1.5 L,Green,5,Estate,9 miles
Fiat,Punto Evo,Fiat Punto Evo 1.4 Dynamic Euro 5 (s/s) 5dr,"£2,990","73,000",2011,Manual,Petrol,68,4.0,132 g/km,1.4 L,Grey,5,Hatchback,9 miles
Peugeot,407,Peugeot 407 2.0 HDi FAP Sport 4dr,"£2,990","94,000",2010,Automatic,Diesel,20,4.5,179 g/km,2.0 L,Red,4,Saloon,9 miles
Renault,Scenic,Renault Scenic 2.0 VVT Dynamique S 5dr,"£2,990","67,000",2008,Manual,Petrol,105,4.0,192 g/km,2.0 L,Grey,5,Mpv,9 miles
Renault,Modus,Renault Modus 1.6 16v Dynamique 5dr,"£2,990","71,000",2005,Automatic,Petrol,19,4.0,185 g/km,1.6 L,Red,5,Hatchback,9 miles
Ford,Fiesta,Ford Fiesta 1.25 Style + 3dr,"£2,990","102,000",2009,Manual,Petrol,373,4.0,133 g/km,1.2 L,Blue,3,Hatchback,9 miles
Audi,TT,Audi TT 1.8T Roadster 2dr,"£2,990","94,000",2004,Manual,Petrol,51,4.0,197 g/km,1.8 L,Black,2,Convertible,9 miles
Mercedes-Benz,CLK,Mercedes-Benz CLK 1.8 CLK200 Kompressor Avantgarde 2dr,"£2,990","96,000",2004,Automatic,Petrol,33,4.5,206 g/km,1.8 L,Silver,2,Coupe,9 miles
Honda,Civic,Honda Civic 1.8 i-VTEC Type S 3dr,"£2,990","110,000",2007,Manual,Petrol,184,4.5,156 g/km,1.8 L,Black,3,Hatchback,9 miles
Volkswagen,Fox,Volkswagen Fox 1.2 6V Euro 4 3dr,"£2,990","43,000",2007,Manual,Petrol,6,4.5,144 g/km,1.2 L,Red,3,Hatchback,9 miles
Jaguar,X-Type,Jaguar X-Type 2.5 V6 Sport (AWD) 4dr,"£2,990","103,000",2007,Manual,Petrol,128,4.0,234 g/km,2.5 L,Blue,4,Saloon,9 miles
Mazda,MX-5,Mazda MX-5 1.8 2dr,"£2,990","84,000",2004,Manual,Petrol,62,4.0,210 g/km,1.8 L,Silver,2,Convertible,9 miles
Jaguar,X-Type,Jaguar X-Type 2.5 V6 SE (AWD) 4dr,"£2,990","98,000",2006,Manual,Petrol,128,4.0,234 g/km,2.5 L,Grey,4,Saloon,9 miles
Volkswagen,Fox,Volkswagen Fox 1.2 6V Urban Fox Euro 4 3dr,"£2,990","65,000",2010,Manual,Petrol,6,4.5,139 g/km,1.2 L,Yellow,3,Hatchback,9 miles
Hyundai,Terracan,Hyundai Terracan 2.9 CRTD 5dr,"£2,990","93,000",2005,Manual,Diesel,8,3.5,222 g/km,2.9 L,Silver,5,Suv,9 miles
Saab,9-3,Saab 9-3 1.9 TTiD Vector Sport Sportwagon Euro 4 5dr,"£2,990","120,000",2009,Manual,Diesel,119,4.5,144 g/km,1.9 L,Grey,5,Estate,9 miles
Vauxhall,Combo,Vauxhall Combo 1.3 CDTi 1700 16v Panel Van 3dr,"£2,990","95,000",2007,Manual,Diesel,4,4.0,,1.2 L,White,3,Panel van,9 miles
Kia,Sportage,Kia Sportage 2.0 CRDi Titan 4WD 5dr,"£2,990","111,000",2009,Manual,Diesel,45,4.5,187 g/km,2.0 L,Black,5,Suv,9 miles
Renault,Kangoo,Renault Kangoo 1.6 16v Authentique 5dr,"£2,990","105,000",2007,Automatic,Petrol,14,4.5,190 g/km,1.6 L,N/a,5,Mpv,9 miles
Kia,Sportage,Kia Sportage 2.0 CRDi Titan 4WD 5dr,"£3,290","105,000",2008,Manual,Diesel,45,4.5,187 g/km,2.0 L,Silver,5,Suv,9 miles
Kia,Sorento,Kia Sorento 2.5 CRDi XE 5dr,"£3,290","108,000",2009,Manual,Diesel,32,4.5,209 g/km,2.5 L,Blue,5,Suv,9 miles
Vauxhall,Astra,Vauxhall Astra 1.7 CDTi Exclusiv Sports Tourer Euro 5 5dr,"£3,290","110,000",2012,Manual,Diesel,368,4.0,119 g/km,1.7 L,Silver,5,Estate,9 miles
Smart,fortwo,Smart fortwo 0.7 City Passion 3dr,"£3,490","30,000",2006,Automatic,Petrol,26,4.5,113 g/km,0.7 L,Silver,3,Hatchback,9 miles
Volkswagen,Caddy,Volkswagen Caddy 2.0 SDI PD C20 L1 Standard Roof 4dr,"£3,490","115,000",2007,Manual,Diesel,6,4.5,,2.0 L,Blue,4,Panel van,9 miles
Renault,Kangoo,Renault Kangoo 1.6 16v Expression 5dr,"£3,490","94,000",2005,Automatic,Petrol,14,4.5,190 g/km,1.6 L,Green,5,Mpv,9 miles
Citroen,C3 Picasso,Citroen C3 Picasso 1.6 HDi Airdream + Euro 5 5dr,"£3,490","68,000",2010,Manual,Diesel,36,4.5,119 g/km,1.6 L,Silver,5,Mpv,9 miles
Kia,Sportage,Kia Sportage 2.0 CRDi XS 4WD 5dr,"£3,490","90,000",2009,Manual,Diesel,45,4.5,187 g/km,2.0 L,Silver,5,Suv,9 miles
Volkswagen,Beetle,Volkswagen Beetle 1.6 Luna Cabriolet Euro 4 2dr,"£3,490","72,000",2007,Manual,Petrol,10,4.0,185 g/km,1.6 L,Silver,2,Convertible,9 miles
