make,model,title,price,mileage,year,transmission,fuel_type,reviews,rating,color,doors,body_type,distance
Hyundai,Tucson,Hyundai Tucson 1.6 TGDi Hybrid 230 SE Connect 5dr 2WD Auto,28308,12982,2021,Semi-auto,Hybrid,11.0,4.5,Black,5,Suv,7 miles
Dacia,Sandero,Dacia Sandero 0.9 TCe Essential 5dr,6989,31500,2020,Manual,Petrol,15.0,4.0,Blue,5,Hatchback,8 miles
Dacia,Duster,Dacia Duster 1.5 Blue dCi Essential 5dr,9689,51750,2019,Manual,Diesel,19.0,4.0,White,5,Suv,8 miles
Renault,Clio,Renault Clio 0.9 TCE 75 Play 5dr,9789,15542,2019,Manual,Petrol,115.0,4.0,Black,5,Hatchback,8 miles
Renault,Captur,Renault Captur 1.5 dCi 90 Dynamique Nav 5dr Auto,10989,45643,2017,Semi-auto,Diesel,9.0,4.5,Blue,5,Suv,8 miles
Dacia,Duster,Dacia Duster 1.0 TCe 100 Essential 5dr,11489,6945,2020,Manual,Petrol,19.0,4.0,Orange,5,Suv,8 miles
Dacia,Duster,Dacia Duster 1.3 TCe 130 Comfort 5dr,12489,21673,2019,Manual,Petrol,19.0,4.0,Grey,5,Suv,8 miles
Renault,Clio,Renault Clio 1.0 TCe 100 Iconic 5dr,12989,21719,2020,Manual,Petrol,115.0,4.0,Blue,5,Hatchback,8 miles
Dacia,Sandero,Dacia Sandero 1.0 TCe Comfort 5dr,13489,5445,2021,Manual,Petrol,15.0,4.0,Red,5,Hatchback,8 miles
Dacia,Duster,Dacia Duster 1.3 TCe 130 SE Twenty 5dr,14689,15511,2020,Manual,Petrol,19.0,4.0,White,5,Suv,8 miles
Dacia,Duster,Dacia Duster 1.0 TCe 90 Prestige 5dr [6 Speed],15489,6397,2021,Manual,Petrol,19.0,4.0,Orange,5,Suv,8 miles
Renault,Grand Scenic,Renault Grand Scenic 1.5 dCi Dynamique Nav 5dr,16489,27000,2018,Manual,Diesel,38.0,4.0,Blue,5,Mpv,8 miles
Renault,Kadjar,Renault Kadjar 1.3 TCE S Edition 5dr,16789,17927,2019,Manual,Petrol,1.0,5.0,Blue,5,Suv,8 miles
Renault,Kangoo,Renault Kangoo LL21 44kW 33kWh Business i-Crew Van Cab Auto,17398,32128,2020,Automatic,Electric,14.0,4.5,White,0,Van,8 miles
Skoda,Octavia,Skoda Octavia 2.0 TDI CR SE L 5dr DSG [7 speed],15580,57220,2019,Semi-auto,Diesel,171.0,4.5,Grey,5,Hatchback,9 miles
Suzuki,Vitara,Suzuki Vitara 1.4 Boosterjet 48V Hybrid SZ-T 5dr,17740,11222,2022,Manual,Hybrid,32.0,4.0,Grey,5,Suv,9 miles
Suzuki,Vitara,Suzuki Vitara 1.4 Boosterjet 48V Hybrid SZ-T 5dr,17840,9393,2022,Manual,Hybrid,32.0,4.0,Other,5,Suv,9 miles
Kia,Stonic,Kia Stonic 1.0T GDi 48V GT-Line 5dr,18980,5382,2022,Manual,Hybrid,1.0,4.0,Red,5,Suv,9 miles
Suzuki,Vitara,Suzuki Vitara 1.4 Boosterjet 48V Hybrid SZ-T 5dr,18980,717,2022,Manual,Hybrid,32.0,4.0,Grey,5,Suv,9 miles
Kia,Ceed,Kia Ceed 1.5T GDi ISG 3 5dr,19480,11708,2022,Manual,Petrol,63.0,4.5,Silver,5,Hatchback,9 miles
Kia,Ceed,Kia Ceed 1.5T GDi ISG 3 5dr,19980,9645,2022,Manual,Petrol,63.0,4.5,Grey,5,Hatchback,9 miles
Kia,XCeed,Kia XCeed 1.5T GDi ISG 3 5dr,20980,10153,2022,Manual,Petrol,63.0,4.5,Grey,5,Hatchback,9 miles
Peugeot,208,Peugeot 208 100kW GT Line 50kWh 5dr Auto,20980,39100,2020,Automatic,Electric,24.0,4.5,Blue,5,Hatchback,9 miles
Kia,Niro,Kia Niro 1.6 GDi PHEV 3 5dr DCT,21480,26021,2018,Automatic,Hybrid,1.0,4.5,White,5,Suv,9 miles
Kia,XCeed,Kia XCeed 1.5T GDi ISG 4 5dr,21980,12120,2022,Manual,Petrol,63.0,4.5,Black,5,Hatchback,9 miles
Kia,ProCeed,Kia ProCeed 1.5T GDi ISG GT-Line 5dr,21980,11037,2021,Manual,Petrol,63.0,4.5,Grey,5,Estate,9 miles
Kia,Niro,Kia Niro 1.6 GDi Hybrid 4 5dr DCT,23980,25703,2020,Automatic,Hybrid,1.0,4.5,Blue,5,Suv,9 miles
Kia,e-Niro,Kia e-Niro 150kW 4 64kWh 5dr Auto,29780,15125,2020,Automatic,Electric,1.0,4.5,Black,5,Suv,9 miles
Kia,e-Niro,Kia e-Niro 150kW 4 64kWh 5dr Auto,29980,12269,2020,Automatic,Electric,1.0,4.5,White,5,Suv,9 miles
Kia,e-Niro,Kia e-Niro 150kW 2 Long Range 64kWh 5dr Auto,30480,2924,2022,Automatic,Electric,1.0,4.5,Grey,5,Suv,9 miles
Kia,e-Niro,Kia e-Niro 150kW 4+ 64kWh 5dr Auto,32980,12950,2021,Automatic,Electric,1.0,4.5,Black,5,Suv,9 miles
Audi,Q5,Audi Q5 40 TDI Quattro Black Edition 5dr S Tronic,34380,15948,2020,Semi-auto,Diesel,10.0,4.5,Black,5,Suv,9 miles
Jaguar,I-Pace,Jaguar I-Pace 294kW EV400 HSE 90kWh 5dr Auto,38840,38622,2019,Automatic,Electric,1.0,4.0,Grey,5,Suv,9 miles
Hyundai,i10,Hyundai i10 1.0 Go SE 5dr,9980,23680,2019,Manual,Petrol,58.0,4.0,Black,5,Hatchback,9 miles
Ford,Fiesta,Ford Fiesta 1.0 EcoBoost 140 ST-Line Black 3dr,10595,30867,2017,Manual,Petrol,373.0,4.0,Black,3,Hatchback,9 miles
Nissan,Qashqai,Nissan Qashqai 1.5 dCi N-Vision 5dr,12935,51230,2017,Manual,Diesel,100.0,4.5,Blue,5,Suv,9 miles
Vauxhall,Mokka X,Vauxhall Mokka X 1.4T ecoTEC Elite 5dr,13280,11277,2018,Manual,Petrol,32.0,4.5,White,5,Suv,9 miles
Lexus,CT,Lexus CT 200h 1.8 Luxury 5dr CVT Auto,17150,61000,2017,Automatic,Hybrid,7.0,4.5,White,5,Hatchback,9 miles
Lexus,CT,Lexus CT 200H 1.8 Luxury 5Dr Cvt,18687,42700,2018,Automatic,Hybrid,7.0,4.5,Grey,5,Hatchback,9 miles
Audi,Q3,Audi Q3 2.0T FSI Quattro S Line Plus 5dr S Tronic,20495,35899,2016,Semi-auto,Petrol,12.0,4.5,Grey,5,Suv,9 miles
Honda,Jazz,Honda Jazz 1.5 i-MMD Hybrid SR 5dr eCVT,20955,19305,2021,Automatic,Hybrid,218.0,4.5,White,5,Hatchback,9 miles
Volvo,XC60,Volvo XC60 D5 [220] R DESIGN Lux Nav 5dr AWD Geartronic,22395,29784,2017,Semi-auto,Diesel,16.0,4.5,Grey,5,Suv,9 miles
Lexus,CT,Lexus CT 200h 1.8 5dr CVT,23995,6072,2020,Automatic,Hybrid,7.0,4.5,Blue,5,Hatchback,9 miles
Mercedes-Benz,C-Class,Mercedes-Benz C-Class C300d AMG Line Premium 2dr 9G-Tronic,27795,37000,2019,Semi-auto,Diesel,144.0,4.5,Blue,2,Coupe,9 miles
Lexus,RX,Lexus RX 450h 3.5 Luxury 5dr CVT,29128,56535,2018,Automatic,Hybrid,15.0,4.0,Black,5,Suv,9 miles
Lexus,NX,"Lexus NX 300h 2.5 5dr CVT [8"" Nav]",29672,51750,2020,Automatic,Hybrid,1.0,5.0,Black,5,Suv,9 miles
Lexus,NX,Lexus NX 300h 2.5 Sport 5dr CVT [Premium Nav],29995,30090,2019,Automatic,Hybrid,1.0,5.0,Black,5,Suv,9 miles
Lexus,IS,Lexus IS 300h Takumi 4dr CVT Auto,31295,21050,2019,Automatic,Hybrid,28.0,4.5,Blue,4,Saloon,9 miles
Lexus,NX,Lexus NX 300h 2.5 F-Sport 5dr CVT [Premium Pack/Leather],32523,44100,2020,Automatic,Hybrid,1.0,5.0,Black,5,Suv,9 miles
Lexus,NX,"Lexus NX 300h 2.5 5dr CVT [8"" Nav]",36250,12415,2020,Automatic,Hybrid,1.0,5.0,Silver,5,Suv,9 miles
Lexus,RX,Lexus RX 450h 3.5 5dr CVT,36450,24756,2019,Automatic,Hybrid,15.0,4.0,Grey,5,Suv,9 miles
Lexus,NX,"Lexus NX 300h 2.5 5dr CVT [8"" Nav]",39195,9758,2021,Automatic,Hybrid,1.0,5.0,Grey,5,Suv,9 miles
Lexus,RX,Lexus RX 450h 3.5 5dr CVT [Premium pack],40697,20215,2020,Automatic,Hybrid,15.0,4.0,Grey,5,Suv,9 miles
BMW,3 Series,BMW 3 Series M340i xDrive MHT 4dr Step Auto,41395,5081,2022,Semi-auto,Hybrid,7.0,4.5,White,4,Saloon,9 miles
Lexus,NX,Lexus NX 300h 2.5 Takumi 5dr CVT [Pan roof],41950,17039,2021,Automatic,Hybrid,1.0,5.0,Silver,5,Suv,9 miles
Lexus,RX,Lexus RX 450h L 3.5 Takumi 5dr CVT,43610,17779,2019,Automatic,Hybrid,15.0,4.0,Silver,5,Suv,9 miles
Lexus,RX,Lexus RX 450h L 3.5 5dr CVT [Premium pack],49995,9450,2022,Automatic,Hybrid,15.0,4.0,Grey,5,Suv,9 miles
Lexus,RX,Lexus RX 450h 3.5 5dr CVT [Premium pack],52995,64,2022,Automatic,Hybrid,15.0,4.0,Black,5,Suv,9 miles
Lexus,RX,Lexus RX 450h 3.5 F-Sport 5dr CVT,58945,4955,2022,Automatic,Hybrid,15.0,4.0,Black,5,Suv,9 miles
Lexus,RX,Lexus RX 450h 3.5 F-Sport 5dr CVT,59275,2950,2022,Automatic,Hybrid,15.0,4.0,Blue,5,Suv,9 miles
Kia,Soul,Kia Soul Connect+ Crdi 5dr,7000,80484,2015,Manual,Diesel,14.0,4.5,White,5,Hatchback,9 miles
Ford,Ka+,Ford Ka+ 1.2 Ti-vct Active Hatchback 5dr Petrol Manual Euro 6 (s/s) (85 P,9980,37532,2018,Manual,Petrol,89.0,4.0,Black,5,Hatchback,9 miles
Renault,Captur,Renault Captur T Line Tce 90 My18,12299,49194,2019,Manual,Petrol,9.0,4.5,Flame red/diamond black roof,0,Hatchback,9 miles
Ford,Fiesta,Ford Fiesta 1.0t Ecoboost St-line X Hatchback 3dr,12499,24909,2018,Manual,Petrol,373.0,4.0,Black,3,Hatchback,9 miles
Ford,Fiesta,Ford Fiesta Titanium 1.0t Ecoboost 95ps,12499,44066,2020,Manual,Petrol,373.0,4.0,Metropolis white exclusive,0,Hatchback,9 miles
Vauxhall,Corsa,Vauxhall Corsa 1.2 75 Se,12880,25128,2020,Manual,Petrol,268.0,4.0,Nautic blue,0,Hatchback,9 miles
Vauxhall,Corsa,Vauxhall Corsa 1.2 75 Se,13000,24669,2021,Manual,Petrol,268.0,4.0,Quartz grey,0,Hatchback,9 miles
Vauxhall,Corsa,Vauxhall Corsa 1.2 Se,13190,8947,2021,Manual,Petrol,268.0,4.0,Peperoncion red,0,Hatchback,9 miles
Vauxhall,Corsa,Vauxhall Corsa 1.2 Se Premium 75ps 5 Door,13499,18552,2020,Manual,Petrol,268.0,4.0,Moonstone grey,0,Hatchback,9 miles
Ford,Focus,Ford Focus 1.0 St-line Nav Ecoboost 125ps 5 Door,13499,55951,2019,Manual,Petrol,620.0,4.0,Grey,0,Hatchback,9 miles
Kia,Stonic,Kia Stonic 4 Lsg 1.0 5dr Hatch,14000,36735,2019,Manual,Petrol,1.0,4.0,Black,5,Estate,9 miles
Volkswagen,Golf,Volkswagen Golf 1.6 Tdi Match 5dr,14249,55106,2019,Manual,Diesel,100.0,4.5,Blue,5,Hatchback,9 miles
Vauxhall,Corsa,Vauxhall Corsa 1.2 Sri Nav Premium Turbo,14495,11750,2020,Manual,Petrol,268.0,4.0,Orange fizz,0,Hatchback,9 miles
Ford,Focus,Ford Focus 1.5d Tdci Zetec Nav 120ps Estate,14499,42115,2019,Manual,Diesel,620.0,4.0,White,0,Estate,9 miles
Kia,Sportage,Kia Sportage 1.6 Crdi Isg 2 5dr,14890,64860,2018,Manual,Diesel,45.0,4.5,Silver,5,Estate,9 miles
Vauxhall,Corsa,Vauxhall Corsa 100ps Se Premium,14890,10171,2021,Manual,Petrol,268.0,4.0,Voltaic blue,0,Hatchback,9 miles
Renault,KADJAR,Renault KADJAR S-edition Tce 140,15000,50953,2020,Manual,Petrol,1.0,5.0,Highland grey metallic,0,Hatchback,9 miles
Vauxhall,Corsa,Vauxhall Corsa 1.2t Se 100ps 5 Door,15000,11174,2021,Manual,Petrol,268.0,4.0,Red,0,Hatchback,9 miles
Vauxhall,Corsa,Vauxhall Corsa 1.2t Sri Premium 100ps 5 Door,15390,19587,2021,Manual,Petrol,268.0,4.0,Diamond black,0,Hatchback,9 miles
Vauxhall,Corsa,Vauxhall Corsa 1.2t 100ps Sri Premium 5dr,15499,26901,2021,Manual,Petrol,268.0,4.0,White jade,5,Hatchback,9 miles
Ford,Focus,Ford Focus 1.0t Ecoboost St-line Hatchback 5dr Petrol Manual Euro 6 (s/s) (,15499,33357,2019,Manual,Petrol,620.0,4.0,White,5,Hatchback,9 miles
Vauxhall,Combo Cargo,Vauxhall Combo Cargo L1 Spt 2300 1.5 (100ps) Td S/s Eu6.2,15833,43309,2020,Manual,Diesel,4.0,4.0,White jade solid,0,Van,9 miles
Vauxhall,Corsa,Vauxhall Corsa 1.2t 100ps Elite Edition 5dr,17490,10890,2021,Manual,Petrol,268.0,4.0,Diamond black,5,Hatchback,9 miles
Volkswagen,Tiguan,Volkswagen Tiguan 1.4 Tsi Se Estate,18000,32370,2017,Manual,Petrol,34.0,4.5,Grey,0,Estate,9 miles
Vauxhall,Insignia,Vauxhall Insignia 1.5 T 122ps Se Nav  5 Dr,18000,24947,2020,Manual,N/a,96.0,4.5,Black,5,N/a,9 miles
Nissan,Qashqai,Nissan Qashqai N-connecta 1.3 Dig-t 160ps,18239,49550,2020,Manual,Petrol,100.0,4.5,Blade silver metallic,0,Hatchback,9 miles
Nissan,Qashqai,Nissan Qashqai 1.3dig-t N-connecta 5dr,18239,51172,2020,Manual,Petrol,100.0,4.5,Blue,5,Hatchback,9 miles
Ford,Galaxy,Ford Galaxy 2.0 Tdci Zetec,18290,18672,2017,Manual,Diesel,43.0,4.0,Silver,0,Estate,9 miles
Audi,A1,Audi A1 A1 Sport 35 Tfsi 5dr,19000,20602,2019,Manual,Petrol,32.0,4.5,Red,5,Hatchback,9 miles
Volkswagen,Sharan,Volkswagen Sharan 2.0 Se Bluemotion,19790,30464,2018,Manual,Diesel,12.0,4.5,Blue,0,Estate,9 miles
Mercedes-Benz,A Class,Mercedes-Benz A Class Amg Line 1.5  5dr Auto,20290,28393,2018,Automatic,Diesel,47.0,4.0,Red,5,Hatchback,9 miles
Toyota,Corolla,Toyota Corolla Design Vvt-i Hev 5dr Auto,21000,17002,2019,Automatic,Petrol/electric hybr,68.0,4.5,Silver,5,Hatchback,9 miles
Vauxhall,Corsa,Vauxhall Corsa 7.4kw 136 Elite Nav 5dr,21980,12953,2021,Automatic,Electric,268.0,4.0,Quartz grey,5,Hatchback,9 miles
Volkswagen,Touran,Volkswagen Touran R-line 2.0 Tdi Bmt,23000,23393,2018,Manual,Diesel,30.0,4.0,Black,0,Estate,9 miles
Vauxhall,Corsa,Vauxhall Corsa 7.4kw Ev 136ps Elite Nav Auto 5 Door,23000,16674,2021,Automatic,Electric,268.0,4.0,Diamond black,0,Hatchback,9 miles
Mercedes-Benz,A Class,Mercedes-Benz A Class 1.3 Amg Line Premium,23499,47113,2019,Manual,Petrol,47.0,4.0,Black,0,Saloon,9 miles
Volkswagen,Touran,Volkswagen Touran 1.5 Tsi Evo Se Family Mpv 5dr Petrol Manual Euro 6 (s/s) (150 Ps,24000,28962,2020,Manual,Petrol,30.0,4.0,Blue,5,Estate,9 miles
Vauxhall,Mokka,Vauxhall Mokka 	-e Launch Edition Ev,26980,17616,2021,Automatic,Electric,32.0,4.5,Mamba green,0,Hatchback,9 miles
Ford,Ka,Ford Ka 1.3 Collection 3dr,1690,60000,2004,Manual,Petrol,89.0,4.0,Silver,3,Hatchback,9 miles
Ford,Ka,Ford Ka 1.3 3dr,1790,66000,2005,Manual,Petrol,89.0,4.0,Blue,3,Hatchback,9 miles
Ford,Ka,Ford Ka 1.3 Studio 3dr,1790,59000,2007,Manual,Petrol,89.0,4.0,Blue,3,Hatchback,9 miles
Citroen,Xsara Picasso,Citroen Xsara Picasso 1.6i Desire 5dr,1990,119000,2004,Manual,Petrol,92.0,4.5,Beige,5,Mpv,9 miles
Peugeot,307,Peugeot 307 1.6 16v S 5dr,1990,80000,2005,Manual,Petrol,71.0,4.0,Blue,5,Hatchback,9 miles
Peugeot,206,Peugeot 206 1.4 HDi S 3dr (a/c),1990,97000,2004,Manual,Diesel,76.0,4.0,Black,3,Hatchback,9 miles
Ford,Ka,Ford Ka 1.3 Studio 3dr,1990,48000,2008,Manual,Petrol,89.0,4.0,Yellow,3,Hatchback,9 miles
Renault,Clio,Renault Clio 1.2 Campus Sport 3dr,1990,96000,2006,Manual,Petrol,115.0,4.0,Silver,3,Hatchback,9 miles
BMW,X5,BMW X5 3.0i Sport Auto 4WD Euro 3 5dr,1990,118000,2001,Automatic,Petrol,35.0,4.5,Black,5,Suv,9 miles
Ford,Ka,Ford Ka 1.3 Zetec Climate Two-Tone 3dr,1990,60000,2007,Manual,Petrol,89.0,4.0,N/a,3,Hatchback,9 miles
Vauxhall,Astra,Vauxhall Astra 1.6i Active Plus 5dr,2290,112000,2009,Manual,Petrol,368.0,4.0,Black,5,Hatchback,9 miles
Peugeot,207,Peugeot 207 1.4 S Euro 5 5dr (A/C),2290,94000,2009,Manual,Petrol,88.0,4.0,Red,5,Hatchback,9 miles
Fiat,Panda,Fiat Panda 1.1 Active 5dr,2290,90000,2007,Manual,Petrol,73.0,4.5,Grey,5,Hatchback,9 miles
SKODA,Fabia,SKODA Fabia 1.2 Comfort 5dr,2290,92000,2004,Manual,Petrol,153.0,4.0,Red,5,Hatchback,9 miles
Ford,Fusion,Ford Fusion 1.4 Zetec Climate 5dr,2290,117000,2008,Manual,Petrol,58.0,4.0,Black,5,Hatchback,9 miles
Ford,Ka,Ford Ka 1.3 Zetec Climate 3dr,2290,53000,2007,Manual,Petrol,89.0,4.0,Black,3,Hatchback,9 miles
Peugeot,207,Peugeot 207 1.4 16v S 3dr,2290,80000,2007,Manual,Petrol,88.0,4.0,Grey,3,Hatchback,9 miles
Vauxhall,Tigra,Vauxhall Tigra 1.4i 16v Exclusiv 2dr (a/c),2290,83000,2009,Manual,Petrol,12.0,4.0,Silver,2,Convertible,9 miles
Renault,Clio,Renault Clio 1.4 16v Expression 3dr,2290,86000,2005,Manual,Petrol,115.0,4.0,Blue,3,Hatchback,9 miles
Ford,Fiesta,Ford Fiesta 1.4 Zetec Climate 5dr,2290,89000,2006,Manual,Petrol,373.0,4.0,Blue,5,Hatchback,9 miles
Renault,Clio,Renault Clio 1.2 16v Dynamique 3dr,2290,64000,2005,Manual,Petrol,115.0,4.0,Silver,3,Hatchback,9 miles
Nissan,Note,Nissan Note 1.4 16v SE 5dr,2290,107000,2006,Manual,Petrol,78.0,4.0,Orange,5,Hatchback,9 miles
Renault,Laguna,Renault Laguna 2.0 dCi Privilege Nav 5dr,2290,80000,2007,Manual,Diesel,54.0,4.0,Black,5,Hatchback,9 miles
Renault,Scenic,Renault Scenic 1.9 dCi Dynamique 5dr (Non FAP),2290,100000,2007,Manual,Diesel,105.0,4.0,Black,5,Mpv,9 miles
Renault,Scenic,Renault Scenic 1.5 dCi Expression Euro 4 5dr,2290,111000,2010,Manual,Diesel,105.0,4.0,Blue,5,Mpv,9 miles
Ford,Fusion,Ford Fusion 1.6 Zetec Climate 5dr,2290,90000,2006,Manual,Petrol,58.0,4.0,Blue,5,Hatchback,9 miles
Citroen,Berlingo,Citroen Berlingo 1.6 HDi 600TD LX Panel Van 5dr (Euro 4),2390,113000,2008,Manual,Diesel,47.0,4.0,White,5,Panel van,9 miles
Vauxhall,Astra,Vauxhall Astra 1.6 VVT 16v Breeze 5dr,2390,113000,2008,Manual,Petrol,368.0,4.0,Silver,5,Hatchback,9 miles
Vauxhall,Zafira,Vauxhall Zafira 1.8 16V Life Euro 4 5dr,2390,102000,2007,Manual,Petrol,160.0,4.0,Black,5,Mpv,9 miles
Citroen,Berlingo,Citroen Berlingo 1.9D 600D LX Panel Van 4dr,2390,121000,2004,Manual,Diesel,47.0,4.0,White,4,Panel van,9 miles
Vauxhall,Astra,Vauxhall Astra 1.6i 16v Life 5dr,2390,89000,2006,Manual,Petrol,368.0,4.0,Black,5,Hatchback,9 miles
Ford,Focus,Ford Focus 1.6 Style 5dr,2490,96000,2007,Manual,Petrol,620.0,4.0,N/a,5,Hatchback,9 miles
Jaguar,S-Type,Jaguar S-Type 3.0 V6 SE 4dr,2490,110000,2004,Automatic,Petrol,64.0,4.5,Beige,4,Saloon,9 miles
Citroen,Xsara Picasso,Citroen Xsara Picasso 1.6i 16V Exclusive 5dr,2490,48000,2006,Manual,Petrol,92.0,4.5,Silver,5,Mpv,9 miles
Vauxhall,Astra,Vauxhall Astra 1.8i 16v SRi 5dr,2490,108000,2007,Manual,Petrol,368.0,4.0,Silver,5,Hatchback,9 miles
Citroen,C2,Citroen C2 1.6i 16V Code 3dr,2490,95000,2008,Manual,Petrol,6.0,4.0,Black,3,Hatchback,9 miles
Vauxhall,Astra,Vauxhall Astra 1.6i 16v SXi 5dr,2490,55000,2004,Manual,Petrol,368.0,4.0,Silver,5,Hatchback,9 miles
Vauxhall,Astra,Vauxhall Astra 1.4i 16v SXi Sport Hatch 3dr,2490,99000,2007,Manual,Petrol,368.0,4.0,Black,3,Hatchback,9 miles
Vauxhall,Astra,Vauxhall Astra 1.6i 16v Active 5dr,2490,105000,2006,Manual,Petrol,368.0,4.0,Black,5,Hatchback,9 miles
Mercedes-Benz,CLK,Mercedes-Benz CLK 2.7 CLK270 CDI Elegance 2dr,2490,118000,2003,Automatic,Diesel,33.0,4.5,Blue,2,Coupe,9 miles
Vauxhall,Corsa,Vauxhall Corsa 1.4i 16v Club 5dr,2490,107000,2009,Manual,Petrol,268.0,4.0,N/a,5,Hatchback,9 miles
Citroen,C2,Citroen C2 1.1i Rhythm 3dr,2490,84000,2008,Manual,Petrol,6.0,4.0,Blue,3,Hatchback,9 miles
Ford,Fiesta,Ford Fiesta 1.25 Zetec Climate 3dr,2490,89000,2008,Manual,Petrol,373.0,4.0,Red,3,Hatchback,9 miles
Nissan,Micra,Nissan Micra 1.2 Sport+ 3dr,2490,56000,2006,Manual,Petrol,114.0,4.0,Red,3,Hatchback,9 miles
Peugeot,206,Peugeot 206 1.4 Verve 5dr,2490,33000,2006,Manual,Petrol,76.0,4.0,Silver,5,Hatchback,9 miles
Suzuki,Wagon R,Suzuki Wagon R 1.3 GL (R+) 5dr,2490,30000,2005,Manual,Petrol,13.0,3.5,Silver,5,Hatchback,9 miles
Vauxhall,Zafira,Vauxhall Zafira 1.9 CDTi Design Euro 3 5dr,2490,115000,2007,Manual,Diesel,160.0,4.0,Beige,5,Mpv,9 miles
Ford,Focus,Ford Focus 1.6 Style 5dr,2490,98000,2008,Manual,Petrol,620.0,4.0,Silver,5,Hatchback,9 miles
Citroen,C2,Citroen C2 1.1i Design 3dr,2490,74000,2006,Manual,Petrol,6.0,4.0,Silver,3,Hatchback,9 miles
Hyundai,TUCSON,Hyundai TUCSON 2.0 CRTD CDX 5dr,2490,112000,2006,Manual,Diesel,11.0,4.5,Blue,5,Suv,9 miles
Ford,Fiesta,Ford Fiesta 1.25 Style 5dr,2490,92000,2008,Manual,Petrol,373.0,4.0,Purple,5,Hatchback,9 miles
Ford,Fiesta,Ford Fiesta 1.4 TDCi Zetec Blue Edition 3dr,2490,96000,2008,Manual,Diesel,373.0,4.0,Purple,3,Hatchback,9 miles
Volkswagen,Polo,Volkswagen Polo 1.4 Twist 5dr,2490,102000,2004,Manual,Petrol,150.0,4.0,Green,5,Hatchback,9 miles
Hyundai,Getz,Hyundai Getz 1.3 GSi 5dr,2490,65000,2004,Manual,Petrol,33.0,4.0,Red,5,Hatchback,9 miles
Peugeot,207,Peugeot 207 1.4 16v SE 5dr,2490,97000,2007,Manual,Petrol,88.0,4.0,Orange,5,Hatchback,9 miles
Renault,Scenic,Renault Scenic 1.6 VVT Dynamique 5dr,2490,84000,2008,Manual,Petrol,105.0,4.0,Gold,5,Mpv,9 miles
Mazda,Mazda3,Mazda Mazda3 1.6 TS 5dr,2490,102000,2006,Manual,Petrol,53.0,4.0,Red,5,Hatchback,9 miles
Suzuki,Swift,Suzuki Swift 1.3 GL 5dr,2490,92000,2007,Manual,Petrol,37.0,4.0,Grey,5,Hatchback,9 miles
Vauxhall,Vectra,Vauxhall Vectra 1.8 VVT SRi 5dr,2490,101000,2008,Manual,Petrol,125.0,4.0,Beige,5,Estate,9 miles
Ford,Fiesta,Ford Fiesta 1.25 Style 3dr,2490,75000,2007,Manual,Petrol,373.0,4.0,Blue,3,Hatchback,9 miles
Ford,Fiesta,Ford Fiesta 1.6 Zetec 3dr (a/c),2490,74000,2004,Manual,Petrol,373.0,4.0,White,3,Hatchback,9 miles
Citroen,C4,Citroen C4 1.6 HDi VTR+ Euro 4 5dr,2490,94000,2010,Manual,Diesel,42.0,4.0,Silver,5,Hatchback,9 miles
Chevrolet,Captiva,Chevrolet Captiva 2.0 VCDi LT 4WD Euro 4 5dr (7 Seats),2490,117000,2010,Manual,Diesel,4.0,4.0,Black,5,Suv,9 miles
Volkswagen,Polo,Volkswagen Polo 1.2 S 5dr (a/c),2490,65000,2002,Manual,Petrol,150.0,4.0,Blue,5,Hatchback,9 miles
Vauxhall,Astra,Vauxhall Astra 1.4i 16v SXi 5dr,2490,84000,2008,Manual,Petrol,368.0,4.0,Turquoise,5,Hatchback,9 miles
Renault,Clio,Renault Clio 1.2 Bizu Euro 5 3dr,2490,101000,2011,Manual,Petrol,115.0,4.0,Grey,3,Hatchback,9 miles
Ford,Fusion,Ford Fusion 1.6 Plus 5dr,2490,105000,2008,Manual,Petrol,58.0,4.0,Silver,5,Hatchback,9 miles
Mercedes-Benz,CLK,Mercedes-Benz CLK 2.7 CLK270 CDI Avantgarde 2dr,2490,105000,2004,Automatic,Diesel,33.0,4.5,Silver,2,Coupe,9 miles
Ford,Fiesta,Ford Fiesta 1.25 Zetec Climate 3dr,2490,84000,2006,Manual,Petrol,373.0,4.0,Blue,3,Hatchback,9 miles
Ford,Fiesta,Ford Fiesta 1.25 Zetec Climate 3dr,2490,104000,2008,Manual,Petrol,373.0,4.0,Green,3,Hatchback,9 miles
Peugeot,207 SW,Peugeot 207 SW 1.6 VTi Sport 5dr,2490,109000,2007,Manual,Petrol,88.0,4.0,Grey,5,Estate,9 miles
Ford,Streetka,Ford Streetka 1.6 Luxury 2dr,2490,74000,2004,Manual,Petrol,3.0,4.0,Red,2,Convertible,9 miles
Ford,Ka,Ford Ka 1.2 Style Euro 6 (s/s) 3dr,2490,100000,2009,Manual,Petrol,89.0,4.0,Silver,3,Hatchback,9 miles
Nissan,Micra,Nissan Micra 1.2 16v Initia 3dr,2490,91000,2006,Manual,Petrol,114.0,4.0,Red,3,Hatchback,9 miles
Land Rover,Freelander,Land Rover Freelander 2.0 TD4 ES 5dr,2490,113000,2002,Manual,Diesel,54.0,4.0,Black,5,Suv,9 miles
Vauxhall,Meriva,Vauxhall Meriva 1.4 16V S Euro 5 5dr,2490,100000,2011,Manual,Petrol,107.0,4.0,Black,5,Mpv,9 miles
Ford,Fiesta,Ford Fiesta 1.4 Zetec Climate 3dr,2490,105400,2007,Manual,Petrol,373.0,4.0,Black,3,Hatchback,9 miles
