sales_title,url,location
Citroen C2 1.6i 16V Code 3dr,https://www.theaa.com/used-cars/cardetails/6-2280839,9 miles
Vauxhall Astra 1.6i 16v SXi 5dr,https://www.theaa.com/used-cars/cardetails/6-2279879,9 miles
Vauxhall Astra 1.4i 16v SXi Sport Hatch 3dr,https://www.theaa.com/used-cars/cardetails/6-2279880,9 miles
Vauxhall Astra 1.6i 16v Active 5dr,https://www.theaa.com/used-cars/cardetails/6-2279881,9 miles
Mercedes-Benz CLK 2.7 CLK270 CDI Elegance 2dr,https://www.theaa.com/used-cars/cardetails/6-2279878,9 miles
Vauxhall Corsa 1.4i 16v Club 5dr,https://www.theaa.com/used-cars/cardetails/6-2277903,9 miles
Citroen C2 1.1i Rhythm 3dr,https://www.theaa.com/used-cars/cardetails/6-2276819,9 miles
Ford Fiesta 1.25 Zetec Climate 3dr,https://www.theaa.com/used-cars/cardetails/6-2276818,9 miles
Nissan Micra 1.2 Sport+ 3dr,https://www.theaa.com/used-cars/cardetails/6-2275865,9 miles
Peugeot 206 1.4 Verve 5dr,https://www.theaa.com/used-cars/cardetails/6-2275869,9 miles
Suzuki Wagon R 1.3 GL (R+) 5dr,https://www.theaa.com/used-cars/cardetails/6-2275864,9 miles
Vauxhall Zafira 1.9 CDTi Design Euro 3 5dr,https://www.theaa.com/used-cars/cardetails/6-2275871,9 miles
Ford Focus 1.6 Style 5dr,https://www.theaa.com/used-cars/cardetails/6-2274871,9 miles
Citroen C2 1.1i Design 3dr,https://www.theaa.com/used-cars/cardetails/6-2274865,9 miles
Hyundai TUCSON 2.0 CRTD CDX 5dr,https://www.theaa.com/used-cars/cardetails/6-2274056,9 miles
Ford Fiesta 1.25 Style 5dr,https://www.theaa.com/used-cars/cardetails/6-2273091,9 miles
Ford Fiesta 1.4 TDCi Zetec Blue Edition 3dr,https://www.theaa.com/used-cars/cardetails/6-2271024,9 miles
Volkswagen Polo 1.4 Twist 5dr,https://www.theaa.com/used-cars/cardetails/6-2271029,9 miles
Hyundai Getz 1.3 GSi 5dr,https://www.theaa.com/used-cars/cardetails/6-2266253,9 miles
Peugeot 207 1.4 16v SE 5dr,https://www.theaa.com/used-cars/cardetails/6-2266255,9 miles
Renault Scenic 1.6 VVT Dynamique 5dr,https://www.theaa.com/used-cars/cardetails/6-2266257,9 miles
Mazda Mazda3 1.6 TS 5dr,https://www.theaa.com/used-cars/cardetails/6-2265222,9 miles
Suzuki Swift 1.3 GL 5dr,https://www.theaa.com/used-cars/cardetails/6-2264182,9 miles
Vauxhall Vectra 1.8 VVT SRi 5dr,https://www.theaa.com/used-cars/cardetails/6-2264174,9 miles
